J6030_2	81.333	70	86.066
J6017_1	95.667	86	89.895
J6017_2	79.667	69	86.611
J6017_3	99.667	89	89.297
J6017_4	75.0	71	94.667
J6017_5	67.333	59	87.624
J6017_6	83.667	69	82.47
X10_7	88.667	79	89.097
X11_3	267.667	202	75.467
X34_1	98.667	78	79.054
X34_2	128.667	105	81.606
X34_3	124.0	101	81.452
X34_4	119.333	95	79.609
X34_5	126.0	103	81.746
X34_6	126.333	100	79.156
X34_7	125.0	105	84.0
X34_8	111.0	89	80.18
X34_9	115.667	94	81.268
X34_10	117.667	101	85.835
