        Random  One-Point   Two-Point   Uniform
J6030_2	74.667  74.667  73.667  76.0
J6017_1	89.333  90.333  89.0    92.667
J6017_2	74.0    74.333  74.0    74.0
X10_7	81.667  83.333  81.667  84.333
X11_3	249.0   252.667 243.0   257.333
X34_4	108.667 110.667 108.333 113.333
X34_9	109.333 109.333 108.0   111.333
X34_10	109.667 111.333 107.333 115.0





